17,22,2008,P,Il Popolo della Libert&agrave;,125323,36.8,3
17,22,2008,P,Movimento per l'Autonomia,2650,0.8,0
17,22,2008,P,Unione di Centro,23430,6.9,0
17,22,2008,P,La Sinistra l'Arcobaleno,11752,3.4,0
17,22,2008,P,Partito Socialista,9642,2.8,0
17,22,2008,P,La Destra - Fiamma Tricolore,7830,2.3,0
17,22,2008,P,Others,8455,2.5,0
18,23,2008,P,Registered Electors,1588381,,
18,23,2008,P,Voters,1134314,71.4,
18,23,2008,P,Blank or Invalid Ballots,71081,6.3,
18,23,2008,P,Valid Votes,1063233,93.7,
18,23,2008,P,Silvio Berlusconi,466169,43.8,12
18,23,2008,P,Il Popolo della Libert&agrave;,438719,41.3,11
18,23,2008,P,Movimento per l'Autonomia,27450,2.6,1
18,23,2008,P,Walter Veltroni,384630,36.2,8
18,23,2008,P,Partito Democratico,346391,32.6,7
18,23,2008,P,Italia dei Valori,38239,3.6,1
18,23,2008,P,Unione di Centro,87581,8.2,2
18,23,2008,P,La Sinistra l'Arcobaleno,34499,3.2,0
18,23,2008,P,Partito Socialista,32300,3.0,0
18,23,2008,P,La Destra - Fiamma Tricolore,23646,2.2,0
18,23,2008,P,Others,34408,3.2,0
19,24,2008,P,Registered Electors,1945323,,
19,24,2008,P,Voters,1436858,73.9,
19,24,2008,P,Blank or Invalid Ballots,112508,7.8,
19,24,2008,P,Valid Votes,1324350,92.2,
19,24,2008,P,Silvio Berlusconi,681454,51.5,14
19,24,2008,P,Il Popolo della Libert&agrave;,607877,45.9,13
19,24,2008,P,Movimento per l'Autonomia,73577,5.6,1
19,24,2008,P,Walter Veltroni,393627,29.7,8
19,24,2008,P,Partito Democratico,342110,25.8,7
19,24,2008,P,Italia dei Valori,51517,3.9,1
19,24,2008,P,Unione di Centro,150915,11.4,3
19,24,2008,P,La Sinistra l'Arcobaleno,35043,2.6,0
19,24,2008,P,La Destra - Fiamma Tricolore,23465,1.8,0
19,24,2008,P,Partito Socialista,8997,0.7,0
19,24,2008,P,Others,30849,2.3,0
19,25,2008,P,Registered Electors,2115748,,
19,25,2008,P,Voters,1609813,76.1,
19,25,2008,P,Blank or Invalid Ballots,110686,6.9,
19,25,2008,P,Valid Votes,1499127,93.1,
19,25,2008,P,Silvio Berlusconi,852434,56.9,18
19,25,2008,P,Il Popolo della Libert&agrave;,709019,47.3,15
19,25,2008,P,Movimento per l'Autonomia,143415,9.6,3
19,25,2008,P,Walter Veltroni,420766,28.1,8
19,25,2008,P,Partito Democratico,376461,25.1,7
19,25,2008,P,Italia dei Valori,44305,3.0,1
19,25,2008,P,Unione di Centro,113929,7.6,2
19,25,2008,P,La Sinistra l'Arcobaleno,39362,2.6,0
19,25,2008,P,La Destra - Fiamma Tricolore,33764,2.3,0
19,25,2008,P,Partito Socialista,8133,0.5,0
19,25,2008,P,Others,30739,2.1,0
20,26,2008,P,Registered Electors,1389739,,
20,26,2008,P,Voters,1004790,72.3,
20,26,2008,P,Blank or Invalid Ballots,26224,2.6,
20,26,2008,P,Valid Votes,978566,97.4,
20,26,2008,P,Silvio Berlusconi,421443,43.1,9
20,26,2008,P,Il Popolo della Libert&agrave;,415240,42.4,9
20,26,2008,P,Movimento per l'Autonomia,6203,0.6,0
20,26,2008,P,Walter Veltroni,393174,40.2,8
20,26,2008,P,Partito Democratico,354214,36.2,7
20,26,2008,P,Italia dei Valori,38960,4.0,1
20,26,2008,P,Unione di Centro,54668,5.6,1
20,26,2008,P,La Sinistra l'Arcobaleno,35100,3.6,0
20,26,2008,P,Partito Socialista,15202,1.6,0
20,26,2008,P,La Destra - Fiamma Tricolore,15091,1.5,0
20,26,2008,P,Others,43888,4.5,0
02,27,2008,M,Registered Electors,100623,,
02,27,2008,M,Voters,79684,79.2,
02,27,2008,M,Blank or Invalid Ballots,4745,6.0,
02,27,2008,M,Valid Votes,74939,94.0,
02,27,2008,M,Autonomie Libert&eacute; D&eacute;mocratie,29314,39.1,1
02,27,2008,M,Vall&eacute;e d'Aoste,28357,37.8,0
02,27,2008,M,Il Popolo della Libert&agrave;,13880,18.5,0
02,27,2008,M,Lega Nord,2322,3.1,0
02,27,2008,M,Azione Sociale con Alessandra Mussolini,1066,1.4,0
